"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Pathway"
186.972538476811,26.5300960164164,2.93312057837947,9.04500694992709,1.49655650271335e-19,4.47138109113364e-17,"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)"
160.661776810931,26.3221776677811,2.9331315227947,8.97408706811116,2.85711251829625e-19,4.47138109113364e-17,"P162-PWY: L-glutamate degradation V (via hydroxyglutarate)"
57.2088775763977,24.8737881678972,2.9332721466809,8.47987739427545,2.25431368832773e-17,2.35200061482193e-15,"P161-PWY: acetylene degradation"
24.2134464310493,-24.2684115098725,2.93352589274741,-8.27277903695058,1.3087210906605e-16,9.13911907831909e-15,"PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis"
22.1253154289215,-24.2305228765949,2.93357032551994,-8.25973819881078,1.45992317545033e-16,9.13911907831909e-15,"PWY-6629: superpathway of L-tryptophan biosynthesis"
25.0202511356128,23.7260556471395,2.93355309044365,8.08782214456236,6.07410135196533e-16,3.16865620527525e-14,"PWY-6895: superpathway of thiamin diphosphate biosynthesis II"
13.5417438303865,-23.5547025838377,2.93389740536843,-8.02846839181815,9.86970324403585e-16,4.41316730769032e-14,"PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP"
11.8697795470568,22.6792398373222,2.93410626608782,7.72952230784793,1.07950892189605e-14,4.22357865691828e-13,"PWY-6891: thiazole biosynthesis II (Bacillus)"
9.85424030507768,22.4242576071385,2.93432041323674,7.6420616869182,2.13770708314446e-14,7.43447018915795e-13,"PWY-8131: 5'-deoxyadenosine degradation II"
11.2106835837345,21.7794229054372,2.93416811170044,7.42269088761083,1.14764409945028e-13,3.59212603127939e-12,"PYRIDNUCSAL-PWY: NAD salvage pathway I"
5.37165625900262,21.5707532580074,2.93537496932683,7.3485512016048,2.00366714097842e-13,5.70134377387497e-12,"GALACTITOLCAT-PWY: galactitol degradation"
5.64456865619425,6.03969552821846,2.93526671833457,2.0576309098225,0.0396255771683724,0.996594415525663,"PWY-7616: methanol oxidation to carbon dioxide"
5.34885205641546,-5.84297965199323,2.93518777336162,-1.99066639109817,0.046517575977833,0.996594415525663,"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol"
5.04962153933344,-5.76035621223756,2.9353134365173,-1.96243308826063,0.0497120836408356,0.996594415525663,"PWY-5189: tetrapyrrole biosynthesis II (from glycine)"
4.56369380713578,5.73289145995492,2.93579072590211,1.95275889707476,0.0508481710856487,0.996594415525663,"GLUCARDEG-PWY: D-glucarate degradation I"
3.16255974354146,5.20345033019628,2.93700292669016,1.77168714505174,0.0764465047183163,0.996594415525663,"PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis"
2.8483170017306,5.05323319156922,2.93743578376708,1.7202872040623,0.0853802482567858,0.996594415525663,"PWY-6531: mannitol cycle"
2.72534904725211,-4.87322586893682,2.93723029801028,-1.6591228383549,0.0970910420533882,0.996594415525663,"PWY66-389: phytol degradation"
