"rab.all","rab.win.RAG1-/-","rab.win.Y","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Pathway"
7.1289891015954,9.145914833371,6.12181248252503,-3.06658413816078,1.28899834980192,-2.23339061274817,0.000182733348482992,6.98499621354549e-06,0.00153305202329762,0,0,"PWY.7315.dTDP.N.acetylthomosamine.biosynthesis"
5.66495052105061,7.31272276129821,4.72204302053489,-2.44437996149193,0.865874828187992,-2.51908015990563,0.0416682881263656,1.31729315653046e-05,0.00184357080959856,0.000693125808015511,0.00420885270171961,"PWY.6608.guanosine.nucleotides.degradation.III"
6.65406702198376,8.4101515704539,6.38528402625317,-2.10677221270381,0.832137506935894,-2.57477798455244,0.000182733348482992,1.40410050532089e-05,0.00211662367641599,0,0,"RHAMCAT.PWY.L.rhamnose.degradation.I"
9.31949978786032,10.4217647548134,8.76309713316369,-1.61077006753377,0.638843021962145,-2.51557489367538,0.000182733348482992,7.6388504116778e-05,0.00726140168652101,0,0,"PWY.6527.stachyose.degradation"
9.90394081657242,11.0206680998001,9.43200595990304,-1.99051184401269,1.18605367341543,-1.48315911795034,0.0233795562677935,0.000265030268353101,0.0151966401803572,0.000337093972204265,0.00283168010941804,"PWY.7400.L.arginine.biosynthesis.IV..archaebacteria."
10.4305865856802,11.7391117171089,9.95872862456052,-2.34851691938454,1.52835128203472,-1.38680826557232,0.018232966961315,0.000273791086381503,0.0153127151498455,0.000209579023917258,0.00235314808947576,"PWY.7111.pyruvate.fermentation.to.isobutanol..engineered."
9.90407118295321,11.0218837363785,9.44291708086644,-1.58193554196006,0.900733457174367,-1.71736219625491,0.0311710127324759,0.000335915022528782,0.0162238660504913,0.000328256302521007,0.00279618560676361,"ARGSYN.PWY.L.arginine.biosynthesis.I..via.L.ornithine."
9.86849339543926,10.9800899944764,9.33522547776704,-1.58186260115256,0.924402535062,-1.64133724980276,0.0311710127324759,0.000350130688239149,0.0162767317375985,0.000407795329670328,0.00310415946742736,"ARGSYNBSUB.PWY.L.arginine.biosynthesis.II..acetyl.cycle."
10.1422881719106,11.1348930155773,9.64115981618549,-1.4411963656887,0.90437417080167,-1.53602305430089,0.0468764327510706,0.000449618966071036,0.0172492533748928,0.000819378232062053,0.00464977823246041,"PWY0.1296.purine.ribonucleosides.degradation"
8.53593105267341,10.0044799229356,8.27779967307969,-1.64429101540214,0.815396026236006,-1.96635944573811,0.0259766584300423,0.00045587376535519,0.0177022896029104,0.00025881746929541,0.00243989401638085,"CALVIN.PWY.Calvin.Benson.Bassham.cycle"
10.4309205577999,11.7374906116953,9.96398827154388,-1.93250754289084,1.14319323774986,-1.74467981567654,0.0181856087953272,0.00057501114073205,0.0206047607224442,0.000208316499676793,0.00234816175636443,"ILEUSYN.PWY.L.isoleucine.biosynthesis.I..from.threonine."
